iter	Logloss
199	0.4616259436
200	0.4616051413
201	0.4615783006
202	0.4614256742
203	0.4614001096
204	0.4613701649
205	0.4613537544
206	0.4612485301
207	0.4612097296
208	0.4611790938
209	0.461150096
210	0.4611245196
211	0.4610878077
212	0.4610603197
213	0.4610397584
214	0.4610214022
215	0.4608833119
216	0.4608225976
217	0.4607929253
218	0.4607358545
219	0.4606865821
220	0.4606290086
221	0.4605981925
222	0.4605711875
223	0.4604450147
224	0.4603310474
225	0.460303431
226	0.4602683237
227	0.4602103728
228	0.4601873212
229	0.4601681035
230	0.4601193646
231	0.4600798032
232	0.4600404168
233	0.4600127618
234	0.4599817579
235	0.459927983
236	0.4598249885
237	0.4598090836
238	0.4597615099
239	0.4597416305
240	0.4596487493
241	0.4595888759
242	0.4595720958
243	0.4595517444
244	0.4595431223
245	0.4594942855
246	0.4594578601
247	0.4594409924
248	0.4594228271
249	0.4593778845
250	0.4593529039
251	0.4593109096
252	0.4592638987
253	0.459196732
254	0.4591738014
255	0.4591507383
256	0.4591338623
257	0.459118692
258	0.4590993315
259	0.4590142158
260	0.4589980511
261	0.4589808924
262	0.4589042513
263	0.4588910864
264	0.4588489962
265	0.4588348823
266	0.4587662599
267	0.4587476749
268	0.4587415783
269	0.4586795164
270	0.45865452
271	0.4586206979
272	0.4585819922
273	0.4585676618
274	0.4585124058
275	0.4584720381
276	0.4584042529
277	0.4583753583
278	0.4583461123
279	0.4582962467
280	0.4582623029
281	0.4582115874
282	0.4581636347
283	0.4581179193
284	0.4580948119
285	0.4580714328
286	0.458048526
287	0.4580189907
288	0.4579863999
289	0.4579735026
290	0.4579403572
291	0.4579094637
292	0.4578882108
293	0.4578606732
294	0.4578238065
295	0.4578144153
296	0.4577789569
297	0.4577339262
298	0.4577184344
299	0.4576861223
300	0.4576597723
301	0.4576019769
302	0.4575814771
303	0.4575533997
304	0.4575223799
305	0.4574878414
306	0.4574608342
307	0.4574329085
308	0.4574155131
309	0.4573903477
310	0.4573857054
311	0.4573787778
312	0.4573382695
313	0.4572960941
314	0.4572580935
315	0.4572479831
316	0.4572056313
317	0.4571677595
318	0.4571545111
319	0.4571272246
320	0.457103421
321	0.4570725311
322	0.4570529683
323	0.4570507088
324	0.4570392499
325	0.4570075364
326	0.456982831
327	0.4569631938
328	0.4569496185
329	0.4568987475
330	0.4568884972
331	0.4568517646
332	0.4568248741
333	0.4567828322
334	0.4567647902
335	0.4567493999
336	0.4567271594
337	0.456703446
338	0.456672616
339	0.456670414
340	0.4566559889
341	0.4566496348
342	0.4566319524
343	0.4566187164
344	0.4565805172
345	0.4565527414
346	0.4565444571
347	0.456520044
348	0.4564926118
349	0.4564769845
350	0.4564408966
351	0.4564140196
352	0.4563919402
353	0.4563805229
354	0.4563677603
355	0.4563460524
356	0.4563213428
357	0.4562996715
358	0.4562763403
359	0.4562332764
360	0.4561985453
361	0.4561943609
362	0.4561741014
363	0.4561687335
364	0.4561461546
365	0.4561149961
366	0.4560906914
367	0.4560683741
368	0.4560240132
369	0.4560081244
370	0.4559876063
371	0.4559546001
372	0.4559411227
373	0.4559299684
374	0.4559161857
375	0.4558997793
376	0.4558879
377	0.4558694833
378	0.4558384101
379	0.4558104583
380	0.4557999305
381	0.4557744668
382	0.4557536891
383	0.4557331109
384	0.4557029167
385	0.4556765129
386	0.4556552799
387	0.4556290459
388	0.4556023603
389	0.4555884877
390	0.4555718334
391	0.4555450532
392	0.4555134413
393	0.4554998205
394	0.4554804601
395	0.4554587282
396	0.4554397547
397	0.4554113156
398	0.4553798737
399	0.4553750203
400	0.4553586206
401	0.4553329221
402	0.45531615
403	0.4552933292
404	0.4552724523
405	0.4552497401
406	0.4552071347
407	0.4551643841
408	0.4551475427
409	0.4551214204
410	0.4550978606
411	0.4550745385
412	0.4550596335
413	0.4550460778
414	0.4550440751
415	0.4550252025
416	0.4550059565
417	0.4549725068
418	0.454954995
419	0.4549248948
420	0.4549055545
421	0.4548911732
422	0.4548782622
423	0.454846068
424	0.454821084
425	0.4548023172
426	0.4547782139
427	0.4547532043
428	0.4547445746
429	0.4547386794
430	0.4546997989
431	0.4546739035
432	0.4546665673
433	0.4546393798
434	0.4546296501
435	0.4546159808
436	0.4545855184
437	0.4545681481
438	0.4545612831
439	0.4545434866
440	0.4545304226
441	0.4545108943
442	0.4544913652
443	0.4544703389
444	0.4544491276
445	0.4544287061
446	0.4544131322
447	0.4544002328
448	0.4543782005
449	0.4543591652
450	0.4543371653
451	0.4543134709
452	0.4543022191
453	0.4542934183
454	0.4542784931
455	0.4542623424
456	0.4542297118
457	0.4542092591
458	0.4542000575
459	0.4541828254
460	0.4541603616
461	0.4541556172
462	0.4541378107
463	0.4541241504
464	0.4540995938
465	0.4540766836
466	0.4540584553
467	0.4540444111
468	0.4540265802
469	0.4540087713
470	0.4539821444
471	0.4539643474
472	0.4539463829
473	0.4539333477
474	0.4539181319
475	0.4539119744
476	0.4538999582
477	0.4538791909
478	0.4538641118
479	0.4538412602
480	0.4538072197
481	0.4537838107
482	0.4537644698
483	0.4537431122
484	0.4537247203
485	0.4537059964
486	0.4536937822
487	0.4536650552
488	0.4536586077
489	0.4536379392
490	0.4536262473
491	0.4536138028
492	0.4536076549
493	0.4535744533
494	0.4535569293
495	0.4535345554
496	0.4535176776
497	0.4535039174
498	0.4534937689
499	0.453481797
500	0.4534758099
501	0.4534589865
502	0.4534531421
503	0.4534449125
504	0.4534193616
505	0.4534001412
506	0.4533752276
507	0.4533554737
508	0.4533502775
509	0.453348491
510	0.4533183883
511	0.4533077133
512	0.4532779659
513	0.4532623954
514	0.4532525828
515	0.4532358697
516	0.4532252502
517	0.4532152908
518	0.453205915
519	0.4531957225
520	0.4531747633
521	0.4531535871
522	0.4531302097
523	0.4531210371
524	0.453108851
525	0.4530972577
526	0.4530850343
527	0.4530539219
528	0.4530383627
529	0.4530250105
530	0.4530225217
531	0.45299059
532	0.4529630679
533	0.4529437982
534	0.4529278956
535	0.4528980745
536	0.4528795547
537	0.4528736665
538	0.4528628152
539	0.4528606387
540	0.4528485733
541	0.4528223948
542	0.4527959672
543	0.4527906286
544	0.4527742553
545	0.4527651844
546	0.4527474187
547	0.4527258
548	0.452710531
549	0.4526990545
550	0.4526776483
551	0.4526649289
552	0.4526484201
553	0.4526336319
554	0.452620323
555	0.4526055289
556	0.4526022564
557	0.4525753195
558	0.4525591815
559	0.4525397102
560	0.4525352937
561	0.4525263096
562	0.4525171433
563	0.452505906
564	0.4524823111
565	0.452466296
566	0.4524404087
567	0.4524253787
568	0.4524139206
569	0.4523946543
570	0.4523754459
571	0.4523736446
572	0.4523676477
573	0.4523596317
574	0.4523439485
575	0.452338914
576	0.4523270874
577	0.4523100623
578	0.4523003389
579	0.4522771351
580	0.452270183
581	0.4522622518
582	0.4522481729
583	0.4522391381
584	0.4522137667
585	0.4521861064
586	0.4521781694
587	0.4521757093
588	0.4521581162
589	0.4521390418
590	0.4521277242
591	0.4521173108
592	0.452103744
593	0.4520926164
594	0.4520815015
595	0.4520728224
596	0.4520651938
597	0.4520468931
598	0.4520450282
599	0.4520236381
600	0.4520150242
601	0.451999454
602	0.4519841721
603	0.4519685994
604	0.4519557786
605	0.451940558
606	0.4519387806
607	0.4519126356
608	0.4519014647
609	0.4518830561
610	0.4518635618
611	0.4518488987
612	0.4518254825
613	0.45181369
614	0.4517875843
615	0.4517709242
616	0.4517614261
617	0.4517458072
618	0.4517319242
619	0.4517177801
620	0.4517058111
621	0.4516877756
622	0.4516698059
623	0.4516633948
624	0.4516551581
625	0.4516354081
626	0.4516184419
627	0.4516037396
628	0.4515895381
629	0.4515846469
630	0.4515671869
631	0.4515482894
632	0.451544266
633	0.4515187153
634	0.4515018056
635	0.4514974486
636	0.451489853
637	0.4514734682
638	0.4514559847
639	0.4514430259
640	0.4514277628
641	0.4514191157
642	0.4514068364
643	0.4514046179
644	0.4513943369
645	0.4513824379
646	0.451330079
647	0.4513222156
648	0.4513208368
649	0.4512920735
650	0.451278861
651	0.4512645083
652	0.4512485894
653	0.4512329862
654	0.4512316044
655	0.4512107228
656	0.4511909332
657	0.4511688723
658	0.4511669909
659	0.4511490166
660	0.4511244089
661	0.4511173703
662	0.4511076139
663	0.4511010086
664	0.4510902814
665	0.4510831826
666	0.4510661915
667	0.4510518411
668	0.4510044719
669	0.4509872431
670	0.4509747791
671	0.4509648623
672	0.4509503753
673	0.4509441301
674	0.4509152756
675	0.4509021461
676	0.4508836504
677	0.4508767209
678	0.4508615447
679	0.4508580036
680	0.4508443119
681	0.4508287235
682	0.4508264167
683	0.450809332
684	0.4507938448
685	0.4507784069
686	0.4507638438
687	0.4507519222
688	0.4507287055
689	0.4507158958
690	0.4507067206
691	0.4506971642
692	0.4506803858
693	0.4506730335
694	0.4506573564
695	0.4506402026
696	0.4506261737
697	0.4506218695
698	0.4506051079
699	0.4505982095
700	0.4505846809
701	0.4505715043
702	0.4505636027
703	0.4505526278
704	0.4505388427
705	0.4505290315
706	0.4505121638
707	0.4504948444
708	0.4504810664
709	0.4504725257
710	0.4504570839
711	0.4504435249
712	0.4504280318
713	0.4504155456
714	0.4504030835
715	0.4503871117
716	0.4503723875
717	0.4503575152
718	0.45033471
719	0.4503255121
720	0.4503155595
721	0.450293004
722	0.4502751189
723	0.4502680365
724	0.4502574119
725	0.4502516971
726	0.4502388061
727	0.4502351172
728	0.4502164381
729	0.4502027443
730	0.4501900734
731	0.4501771429
732	0.4501643103
733	0.4501542063
734	0.4501445662
735	0.4501247202
736	0.4501197408
737	0.4501002575
738	0.4500988256
739	0.450087894
740	0.4500781819
741	0.4500709192
742	0.4500589408
743	0.4500473086
744	0.4500066673
745	0.4499907581
746	0.449984045
747	0.4499803018
748	0.4499787121
749	0.4499735675
750	0.4499591095
751	0.4499392327
752	0.4499284895
753	0.4499149379
754	0.4499062103
755	0.4498900041
756	0.4498781592
757	0.449874861
758	0.4498718618
759	0.4498592675
760	0.4498574255
761	0.4498411946
762	0.449820451
763	0.4497840205
764	0.449770062
765	0.4497552288
766	0.4497427664
767	0.4497318579
768	0.4497238072
769	0.4497126467
770	0.4497054288
771	0.4496979859
772	0.4496876318
773	0.4496548913
774	0.4496491448
775	0.4496356884
776	0.4496261879
777	0.4496224269
778	0.4496034546
779	0.4496003175
780	0.4495995228
781	0.4495848813
782	0.4495696634
783	0.4495615961
784	0.4495551053
785	0.4495317917
786	0.4495153958
787	0.4495068978
788	0.44949333
789	0.4494879678
790	0.449486484
791	0.4494722737
792	0.4494446491
793	0.4494286622
794	0.4494164946
795	0.4494147675
796	0.4494074566
797	0.4493973737
798	0.4493891097
799	0.4493889912
800	0.4493861368
801	0.4493742266
802	0.4493557827
803	0.4493467194
804	0.4493325609
805	0.4493218057
806	0.4493141171
807	0.4493074678
808	0.4492834876
809	0.4492803532
810	0.4492652083
811	0.4492635541
812	0.4492530394
813	0.4492429124
814	0.4492307369
815	0.4492196182
816	0.4492078337
817	0.4492000674
818	0.4491885241
819	0.4491742504
820	0.4491717665
821	0.4491576642
822	0.4491426415
823	0.4491410837
824	0.4491282841
825	0.4491193564
826	0.4491077893
827	0.4490966607
828	0.4490802576
829	0.4490715351
830	0.4490651629
831	0.4490553262
832	0.4490495982
833	0.4490354499
834	0.4490290797
835	0.4490204166
836	0.4490076851
837	0.448999182
838	0.4489959987
839	0.4489952632
840	0.4489845532
841	0.4489686194
842	0.4489461521
843	0.4489290099
844	0.4489219022
845	0.4489097035
846	0.4488985506
847	0.4488927724
848	0.4488814725
849	0.4488754712
850	0.4488642409
851	0.4488514265
852	0.4488370528
853	0.4488283309
854	0.4488119584
855	0.4487878769
856	0.4487791724
857	0.4487654751
858	0.4487541376
859	0.4487461693
860	0.4487364249
861	0.4487237488
862	0.4487085586
863	0.4486854802
864	0.4486827705
865	0.4486697896
866	0.448662929
867	0.4486495085
868	0.4486323027
869	0.4486260407
870	0.4486141242
871	0.4485824957
872	0.4485660096
873	0.4485607818
874	0.4485431352
875	0.4485308559
876	0.4485227353
877	0.4485142019
878	0.4485067129
879	0.4485045188
880	0.4484942444
881	0.4484829484
882	0.4484726726
883	0.448465671
884	0.4484412679
885	0.4484320332
886	0.4484203507
887	0.4484087327
888	0.4483932349
889	0.448390333
890	0.4483823463
891	0.4483536226
892	0.4483445184
893	0.4483433036
894	0.4483335901
895	0.4483263521
896	0.4483123961
897	0.4483093808
898	0.4483060828
899	0.4482983625
900	0.4482954643
901	0.4482757311
902	0.4482671566
903	0.4482625932
904	0.4482542518
905	0.4482451993
906	0.4482322675
907	0.4482249042
908	0.4482162044
909	0.4482095553
910	0.4481948788
911	0.448181175
912	0.4481803673
913	0.4481684102
914	0.4481633298
915	0.4481562406
916	0.4481485653
917	0.4481398496
918	0.4481394585
919	0.4481373676
920	0.4481243723
921	0.4481161137
922	0.4481106058
923	0.4481048505
924	0.4481001442
925	0.4480698306
926	0.448047791
927	0.4480306484
928	0.4480224509
929	0.4480115307
930	0.4480017964
931	0.448001271
932	0.4479885109
933	0.4479783382
934	0.4479698638
935	0.4479650879
936	0.4479480404
937	0.4479411325
938	0.4479306606
939	0.4479166056
940	0.4479113735
941	0.4478883721
942	0.4478791305
943	0.4478733521
944	0.4478625499
945	0.4478548491
946	0.447844128
947	0.44783692
948	0.4478279974
949	0.447819743
950	0.4478164774
951	0.4478057154
952	0.4477981139
953	0.4477779135
954	0.4477622753
955	0.4477566307
956	0.4477437587
957	0.4477361262
958	0.4477318707
959	0.4477293781
960	0.4477151124
961	0.4477053845
962	0.4476961174
963	0.4476877918
964	0.4476702306
965	0.4476541731
966	0.4476394826
967	0.4476299289
968	0.4476217854
969	0.4476014991
970	0.4475963716
971	0.4475762682
972	0.44757509
973	0.4475644199
974	0.4475595427
975	0.4475562692
976	0.447538024
977	0.4475259112
978	0.4475107463
979	0.4474912608
980	0.4474643618
981	0.447456332
982	0.4474508909
983	0.4474408047
984	0.4474222478
985	0.4474096247
986	0.4474039257
987	0.4473936877
988	0.4473793502
989	0.4473745795
990	0.4473545451
991	0.4473499215
992	0.4473425246
993	0.447336998
994	0.4473314881
995	0.4473196126
996	0.4473057962
997	0.4472908024
998	0.4472787222
999	0.4472720057
